RecordType,StartDate,Value
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:15:23 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:15:46 -0800,6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:16:14 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:16:35 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:16:55 -0800,4.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:17:13 -0800,5.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:18:32 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:18:37 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:18:53 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:19:03 -0800,6.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:19:26 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:19:36 -0800,5.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:19:59 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:20:07 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:20:14 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:20:40 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:20:48 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:21:03 -0800,6.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:21:46 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:22:12 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:22:25 -0800,6.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:22:55 -0800,4.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:23:18 -0800,6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:23:36 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:24:12 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:24:50 -0800,6.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:25:21 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:26:07 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:26:40 -0800,4.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:26:56 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:27:06 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:27:13 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:27:49 -0800,4.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:28:38 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:28:53 -0800,4.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:29:21 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:29:44 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:30:35 -0800,5.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:30:53 -0800,4.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:32:20 -0800,5.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:32:58 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:33:03 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:33:14 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:34:25 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:34:33 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:34:46 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:34:53 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:35:14 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:35:34 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:36:02 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:36:15 -0800,4.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:36:41 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:36:51 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:37:19 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:37:29 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:37:39 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:37:52 -0800,6.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:38:46 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:39:06 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:39:14 -0800,6.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:40:41 -0800,4.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:41:29 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:41:34 -0800,5.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:41:50 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:42:10 -0800,4.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:42:28 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:42:43 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:42:56 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:45:06 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:45:17 -0800,6.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:45:42 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:45:55 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:46:05 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:46:15 -0800,6.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:47:27 -0800,4.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:48:00 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:48:15 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:48:23 -0800,5.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:49:07 -0800,6.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:49:42 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:50:13 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:50:23 -0800,6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:50:49 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:50:59 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:51:32 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:51:40 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:51:48 -0800,5.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:53:09 -0800,5.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:53:25 -0800,6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:53:45 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:53:55 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:54:21 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:54:49 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:54:57 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:55:27 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:55:37 -0800,6.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:56:46 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:56:57 -0800,5.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:57:12 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:57:22 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:57:38 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:59:50 -0800,6.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 16:59:55 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:00:24 -0800,4.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:00:39 -0800,6.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:01:07 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:01:50 -0800,6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:02:13 -0800,4.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:02:59 -0800,1.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:03:07 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:03:17 -0800,3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:03:28 -0800,3.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:03:45 -0800,2.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:03:53 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:04:08 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:04:14 -0800,2.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:04:24 -0800,2.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:04:34 -0800,2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:05:07 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:05:15 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:05:25 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:05:38 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:06:03 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:06:21 -0800,3.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:06:31 -0800,2.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:06:42 -0800,2.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:06:54 -0800,3.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:07:12 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:07:20 -0800,4.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:07:35 -0800,2.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:07:43 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:08:14 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:09:10 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:12:32 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:12:39 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:16:17 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:16:27 -0800,1.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:19:54 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:20:04 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:21:59 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:22:04 -0800,3.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:22:14 -0800,2.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:22:58 -0800,4.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:23:08 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:41:26 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:41:37 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:41:47 -0800,2.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:42:17 -0800,2.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:43:37 -0800,4.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:43:49 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:52:05 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:52:13 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:55:52 -0800,5.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:56:00 -0800,3.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:56:15 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:56:21 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:57:37 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 17:58:00 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:12:47 -0800,4.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:13:02 -0800,3.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:13:07 -0800,2.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:13:17 -0800,2.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:13:48 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:13:58 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:14:39 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:14:52 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:15:15 -0800,3.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:15:35 -0800,3.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:15:48 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:32:55 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:33:05 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:34:45 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:34:55 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:35:54 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:36:04 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:50:07 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:50:23 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:53:04 -0800,3.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:53:19 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 18:53:27 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:06:57 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:07:07 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:14:37 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:14:47 -0800,3.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:15:00 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:15:05 -0800,4.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:15:35 -0800,3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:15:58 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:16:11 -0800,7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:16:26 -0800,3.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:16:37 -0800,4.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:16:42 -0800,3.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:16:52 -0800,3.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:17:02 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:17:23 -0800,2.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:21:23 -0800,2.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:21:28 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:21:51 -0800,6.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:22:01 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:26:37 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 19:26:47 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:03:35 -0800,2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:05:12 -0800,5.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:05:23 -0800,3.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:05:33 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:44:56 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:45:06 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:47:32 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:47:42 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:57:53 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:09:36 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:09:46 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 21:58:03 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:01:00 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:01:07 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:02:16 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:02:26 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:05:51 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:06:01 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:09:25 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:09:56 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:13:20 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:13:33 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:14:01 -0800,5.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:14:27 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:28:33 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:28:40 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:46:46 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 22:46:56 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:17:08 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:17:18 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:18:35 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:18:53 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:32:00 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:32:12 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:32:43 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:32:56 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:38:10 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:38:20 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:44:08 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-02 23:44:18 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:27:26 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:27:42 -0800,2.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:28:40 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:29:06 -0800,3.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:29:32 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:41:52 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:42:00 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:42:36 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:42:44 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:53:04 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:53:15 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:54:44 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:54:54 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:55:43 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 00:55:53 -0800,1.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:05:46 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:06:04 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:06:24 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:06:34 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:07:18 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:07:28 -0800,1.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:10:24 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:10:35 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:10:45 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 01:10:55 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 02:10:53 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 03:10:51 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 03:40:16 -0800,5.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 03:40:29 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 04:40:27 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 05:20:11 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 05:20:21 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 06:20:18 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 07:07:42 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 07:07:53 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 07:24:27 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 07:24:37 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 08:24:34 -0800,1.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 09:24:32 -0800,1.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:00:11 -0800,2.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:00:18 -0800,1.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:10:52 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:11:02 -0800,2.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:11:12 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:13:56 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:14:01 -0800,1.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:25:15 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:25:26 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:30:17 -0800,5.4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:30:27 -0800,1.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:36:12 -0800,5.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:36:35 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:36:53 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:37:03 -0800,2.5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:37:24 -0800,4.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:37:47 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:37:59 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:38:15 -0800,2.3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:38:25 -0800,4
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:38:53 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:39:01 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:39:08 -0800,1.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:40:33 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:40:40 -0800,3.7
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:40:51 -0800,3.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:41:08 -0800,2.2
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:41:24 -0800,5.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:41:37 -0800,1.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:42:05 -0800,5.6
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:42:17 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:42:28 -0800,1.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:45:39 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 10:45:49 -0800,1.9
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 11:09:40 -0800,5
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 11:09:50 -0800,3
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 11:10:01 -0800,2.1
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 11:16:47 -0800,4.8
HKQuantityTypeIdentifierPhysicalEffort,2024-11-03 11:16:57 -0800,2.2
